Field name	Latin name	BRC concept	Name in BRC database
3365	Abies alba	Vas_2395	Abies alba
3366	Abies grandis	Vas_2396	Abies grandis
102	Acer campestre (c)	Vas_3	Acer campestre
2599	Acer campestre (g)	Vas_3	Acer campestre
2598	Acer campestre (s)	Vas_3	Acer campestre
2753	Acer platanoides (c)	Vas_4	Acer platanoides
2653	Acer platanoides (g)	Vas_4	Acer platanoides
103	Acer pseudoplatanus (c)	Vas_5	Acer pseudoplatanus
2601	Acer pseudoplatanus (g)	Vas_5	Acer pseudoplatanus
2600	Acer pseudoplatanus (s)	Vas_5	Acer pseudoplatanus
2781	Acer seedling/sp	Vas_4661	Acer
104	Achillea millefolium	Vas_7	Achillea millefolium
105	Achillea ptarmica	Vas_9	Achillea ptarmica
2650	Aconitum napellus	Vas_14	Aconitum napellus
107	Acorus calamus	Vas_15	Acorus calamus
109	Adoxa moschatellina	Vas_19	Adoxa moschatellina
110	Aegopodium podagraria	Vas_20	Aegopodium podagraria
111	Aesculus hippocastanum (c)	Vas_2241	Aesculus hippocastanum
112	Aethusa cynapium	Vas_21	Aethusa cynapium
113	Agrimonia eupatoria	Vas_22	Agrimonia eupatoria
114	Agrimonia procera	Vas_23	Agrimonia procera
119	Agrostemma githago	Vas_34	Agrostemma githago
120	Agrostis canina	Vas_35.2	Agrostis canina
123	Agrostis capillaris	Vas_40	Agrostis capillaris
3079	Agrostis curtisii	Vas_38	Agrostis curtisii
121	Agrostis gigantea	Vas_36	Agrostis gigantea
2767	Agrostis sp	Vas_4579	Agrostis
122	Agrostis stolonifera	Vas_39	Agrostis stolonifera
2701	Agrostis vinealis	Vas_35.1	Agrostis vinealis
124	Aira caryophyllea	Vas_41	Aira caryophyllea
125	Aira praecox	Vas_42	Aira praecox
127	Ajuga reptans	Vas_46	Ajuga reptans
129	Alchemilla alpina	Vas_48	Alchemilla alpina
131	Alchemilla filicaulis	Vas_4480	Alchemilla filicaulis
2705	Alchemilla filicaulis vestita	Vas_57	Alchemilla filicaulis subsp. vestita
132	Alchemilla glabra	Vas_51	Alchemilla glabra
135	Alchemilla minima	Vas_53	Alchemilla minima
136	Alchemilla mollis	Vas_2255	Alchemilla mollis
139	Alchemilla tytthantha	Vas_2275	Alchemilla tytthantha
141	Alchemilla xanthochlora	Vas_60	Alchemilla xanthochlora
2320	Alectoria nigricans	Fun_8061	Alectoria nigricans
2786	Alectoria sp	Fun_8060	Alectoria
3263	Algal mat	Alg_2335	Algae(group not known)
144	Alliaria petiolata	Vas_64	Alliaria petiolata
151	Allium ursinum	Vas_75	Allium ursinum
152	Allium vineale	Vas_76	Allium vineale
153	Alnus glutinosa (c)	Vas_77	Alnus glutinosa
2603	Alnus glutinosa (g)	Vas_77	Alnus glutinosa
2602	Alnus glutinosa (s)	Vas_77	Alnus glutinosa
3377	Alnus incana	Vas_78	Alnus incana
156	Alopecurus geniculatus	Vas_82	Alopecurus geniculatus
158	Alopecurus pratensis	Vas_85	Alopecurus pratensis
4325	Alopecurus sp	Vas_4682	Alopecurus
1460	Amblystegium serpens	Bry_19	Amblystegium serpens
1461	Amblystegium varium	Bry_20	Hygroamblystegium varium
1463	Amphidium mougeotii	Bry_22	Amphidium mougeotii
161	Anagallis arvensis	Vas_99	Anagallis arvensis
163	Anagallis tenella	Vas_100	Anagallis tenella
2056	Anastrepta orcadensis	Bry_683	Anastrepta orcadensis
2057	Anastrophyllum donianum	Bry_684	Anastrophyllum donnianum
1464	Andreaea alpina	Bry_23	Andreaea alpina
1465	Andreaea rothii	Bry_1067	Andreaea rothii
1466	Andreaea rupestris	Bry_1068	Andreaea rupestris
166	Anemone nemorosa	Vas_105	Anemone nemorosa
2256	Aneura pinguis	Bry_901	Aneura pinguis
167	Angelica sylvestris	Vas_109	Angelica sylvestris
1469	Anomobryum filiforme	Bry_1503	Anomobryum julaceum s.l.
168	Antennaria dioica	Vas_116	Antennaria dioica
2059	Anthelia julacea	Bry_686	Anthelia julacea
2060	Anthelia juratzkana	Bry_687	Anthelia juratzkana
3385	Anthemis tinctoria	Vas_120	Anthemis tinctoria
171	Anthoxanthum odoratum	Vas_121	Anthoxanthum odoratum
173	Anthriscus sylvestris	Vas_125	Anthriscus sylvestris
174	Anthyllis vulneraria	Vas_126	Anthyllis vulneraria
175	Antirrhinum majus	Vas_127	Antirrhinum majus
177	Aphanes arvensis	Vas_132	Aphanes arvensis
180	Apium inundatum	Vas_135	Apium inundatum
185	Arabis hirsuta	Vas_146	Arabis hirsuta
2792	Arctium agg	Vas_22000	Arctium minus agg.
2765	Arctium lappa	Vas_151	Arctium lappa
186	Arctium minus	Vas_2405	Arctium minus
188	Arctium minus ssp pubens	Vas_154	Arctium minus subsp. pubens
189	Arctostaphylos uva-ursi	Vas_155	Arctostaphylos uva-ursi
194	Arenaria serpyllifolia	Vas_162	Arenaria serpyllifolia
195	Armeria maritima	Vas_166	Armeria maritima
197	Arrhenatherum elatius	Vas_169	Arrhenatherum elatius
201	Arum maculatum	Vas_176	Arum maculatum
2660	Asparagus officinalis ssp prostratus	Vas_179.2	Asparagus officinalis subsp. prostratus
202	Asperula cynanchica	Vas_5472	Asperula cynanchica
3114	Asplenium onopteris	Vas_185.2	Asplenium onopteris
212	Astragalus danicus	Vas_207	Astragalus danicus
215	Athyrium filix-femina	Vas_211	Athyrium filix-femina
1480	Atrichum undulatum	Bry_40	Atrichum undulatum
217	Atriplex prostrata	Vas_214	Atriplex prostrata
221	Atropa belladonna	Vas_219	Atropa belladonna
1481	Aulacomnium androgynum	Bry_41	Aulacomnium androgynum
1482	Aulacomnium palustre	Bry_42	Aulacomnium palustre
222	Avena fatua	Vas_220	Avena fatua
655	Avenula pratensis	Vas_961	Helictotrichon pratense
656	Avenula pubescens	Vas_962	Helictotrichon pubescens
3068	Bacidia bagliettoana	Fun_9408	Bacidia bagliettoana
225	Ballota nigra	Vas_225	Ballota nigra
226	Barbarea intermedia	Vas_226	Barbarea intermedia
2065	Barbilophozia atlantica	Bry_692	Barbilophozia atlantica
2067	Barbilophozia barbata	Bry_694	Barbilophozia barbata
2068	Barbilophozia floerkei	Bry_695	Barbilophozia floerkei
2069	Barbilophozia hatcheri	Bry_696	Barbilophozia hatcheri
2071	Barbilophozia lycopodioides	Bry_698	Barbilophozia lycopodioides
6010	Barbilophozia sp	Bry_1271	Barbilophozia
1485	Barbula convoluta	Bry_45	Barbula convoluta
1488	Barbula ferruginascens	Bry_49	Bryoerythrophyllum ferruginascens
2800	Barbula sp	Bry_1098	Barbula
1500	Barbula unguiculata	Bry_62	Barbula unguiculata
2074	Bazzania tricrenata	Bry_701	Bazzania tricrenata
230	Bellis perennis	Vas_231	Bellis perennis
237	Betula pendula (c)	Vas_239	Betula pendula
2607	Betula pendula (g)	Vas_239	Betula pendula
2606	Betula pendula (s)	Vas_239	Betula pendula
238	Betula pendula x pubescens (c)	Vas_2301	Betula pendula x pubescens (B. x aurata)
236	Betula pubescens (c)	Vas_240	Betula pubescens
2605	Betula pubescens (g)	Vas_240	Betula pubescens
2604	Betula pubescens (s)	Vas_240	Betula pubescens
3324	Betula pubescens odorata	Vas_240.1	Betula pubescens subsp. tortuosa
2802	Betula seedling/sp	Vas_4445	Betula
1002	Bilderdykia convolvulus	Vas_1527	Fallopia convolvulus
241	Blackstonia perfoliata	Vas_243	Blackstonia perfoliata
242	Blechnum spicant	Vas_244	Blechnum spicant
1507	Blindia acuta	Bry_69	Blindia acuta
245	Botrychium lunaria	Vas_248	Botrychium lunaria
246	Brachypodium pinnatum	Vas_249	Brachypodium pinnatum s.l.
247	Brachypodium sylvaticum	Vas_250	Brachypodium sylvaticum
1510	Brachythecium albicans	Bry_72	Brachythecium albicans
1515	Brachythecium plumosum	Bry_77	Sciuro-hypnum plumosum
1518	Brachythecium rivulare	Bry_80	Brachythecium rivulare
1519	Brachythecium rutabulum	Bry_81	Brachythecium rutabulum
3046	Brachythecium sp	Bry_1103	Brachythecium
1522	Brachythecium velutinum	Bry_84	Brachytheciastrum velutinum
248	Brassica napus	Vas_251	Brassica napus
1523	Breutelia chrysocoma	Bry_85	Breutelia chrysocoma
251	Briza media	Vas_256	Briza media
254	Bromus commutatus	Vas_262	Bromus commutatus
256	Bromus erectus	Vas_263	Bromopsis erecta
258	Bromus hordeaceus hordeaceus	Vas_270	Bromus hordeaceus subsp. hordeaceus
263	Bromus hordeaceus thominei	Vas_275	Bromus hordeaceus subsp. thominei
3430	Bromus pseudosecalinus	Vas_2382	Bromus pseudosecalinus
259	Bromus racemosus	Vas_271	Bromus racemosus
260	Bromus ramosus	Vas_272	Bromopsis ramosa
3698	Bromus sp	Vas_4752	Bromus
262	Bromus sterilis	Vas_113	Anisantha sterilis
264	Bryonia cretica dioica	Vas_276	Bryonia dioica
4441	Bryophyte spp	Bry_4331	Bryophytes
1524	Bryum alpinum	Bry_87	Bryum alpinum
1531	Bryum capillare	Bry_94	Bryum capillare
1543	Bryum pallens	Bry_110	Bryum pallens
1544	Bryum pallescens	Bry_111	Bryum pallescens
1546	Bryum pseudotriquetrum	Bry_113	Bryum pseudotriquetrum
1549	Bryum rubens	Bry_115	Bryum rubens
2807	Bryum sp	Bry_1106	Bryum
270	Calamagrostis epigejos	Vas_293	Calamagrostis epigejos
272	Calamintha sylvatica ascendens	Vas_296	Clinopodium ascendens
1444	Calliergon cordifolium	Bry_3	Calliergon cordifolium
1445	Calliergon cuspidatum	Bry_4	Calliergonella cuspidata
1446	Calliergon giganteum	Bry_5	Calliergon giganteum
1447	Calliergon sarmentosum	Bry_6	Sarmentypnum sarmentosum
1448	Calliergon stramineum	Bry_7	Straminergon stramineum
274	Callitriche hamulata	Vas_303.1	Callitriche hamulata
278	Calluna vulgaris	Vas_309	Calluna vulgaris
279	Caltha palustris	Vas_310	Caltha palustris
2078	Calypogeia arguta	Bry_705	Calypogeia arguta
6001	Calypogeia azurea	Bry_711	Calypogeia azurea
3005	Calypogeia cf. muelleriana	Bry_1275	Calypogeia
2079	Calypogeia fissa	Bry_706	Calypogeia fissa
2080	Calypogeia muelleriana	Bry_707	Calypogeia muelleriana
2814	Calypogeia sp	Bry_1275	Calypogeia
2082	Calypogeia sphagnicola	Bry_709	Calypogeia sphagnicola
2084	Calypogeia trichomanis	Bry_711	Calypogeia azurea
281	Calystegia sepium	Vas_311	Calystegia sepium
284	Campanula glomerata	Vas_315	Campanula glomerata
2667	Campanula rapunculoides	Vas_320	Campanula rapunculoides
288	Campanula rotundifolia	Vas_322	Campanula rotundifolia
1566	Campylium chrysophyllum	Bry_129	Campyliadelphus chrysophyllus
1571	Campylium stellatum	Bry_1078	Campylium stellatum s.l.
1572	Campylopus atrovirens	Bry_137	Campylopus atrovirens
1575	Campylopus fragilis	Bry_140	Campylopus fragilis
1576	Campylopus introflexus	Bry_141	Campylopus introflexus
1574	Campylopus paradoxus	Bry_139	Campylopus flexuosus
1577	Campylopus pyriformis	Bry_142	Campylopus pyriformis
4282	Campylopus sp	Bry_1110	Campylopus
290	Capsella bursa-pastoris	Vas_325	Capsella bursa-pastoris
291	Cardamine amara	Vas_327	Cardamine amara
292	Cardamine flexuosa	Vas_328	Cardamine flexuosa
293	Cardamine hirsuta	Vas_329	Cardamine hirsuta
295	Cardamine pratensis	Vas_331	Cardamine pratensis
2668	Cardamine sp.	Vas_4771	Cardamine
298	Carduus acanthoides	Vas_5687.1	Carduus crispus subsp. multiflorus
299	Carduus nutans	Vas_337	Carduus nutans
302	Carex acutiformis	Vas_341	Carex acutiformis
307	Carex bigelowii	Vas_349	Carex bigelowii
308	Carex binervis	Vas_350	Carex binervis
309	Carex capillaris	Vas_353	Carex capillaris
310	Carex caryophyllea	Vas_355	Carex caryophyllea
311	Carex curta	Vas_359	Carex curta
312	Carex demissa	Vas_361	Carex viridula subsp. oedocarpa
315	Carex dioica	Vas_365	Carex dioica
317	Carex disticha	Vas_367	Carex disticha
319	Carex echinata	Vas_370	Carex echinata
322	Carex extensa	Vas_374	Carex extensa
2672	Carex filiformis	Vas_375	Carex filiformis
323	Carex flacca	Vas_376	Carex flacca
324	Carex hirta	Vas_381	Carex hirta
325	Carex hostiana	Vas_382	Carex hostiana
327	Carex laevigata	Vas_385	Carex laevigata
329	Carex lepidocarpa	Vas_387	Carex viridula subsp. brachyrrhyncha
330	Carex limosa	Vas_388	Carex limosa
342	Carex magellanica	Vas_403	Carex magellanica
332	Carex muricata	Vas_398	Carex muricata
333	Carex nigra	Vas_393	Carex nigra
335	Carex ornithopoda	Vas_395	Carex ornithopoda
336	Carex otrubae	Vas_396	Carex otrubae
337	Carex ovalis	Vas_397	Carex ovalis
339	Carex panicea	Vas_400	Carex panicea
340	Carex paniculata	Vas_401	Carex paniculata
343	Carex pendula	Vas_404	Carex pendula
344	Carex pilulifera	Vas_405	Carex pilulifera
347	Carex pulicaris	Vas_408	Carex pulicaris
349	Carex rariflora	Vas_410	Carex rariflora
350	Carex remota	Vas_412	Carex remota
351	Carex riparia	Vas_413	Carex riparia
352	Carex rostrata	Vas_414	Carex rostrata
2706	Carex seedling/sp	Vas_4583	Carex
356	Carex spicata	Vas_357	Carex spicata
358	Carex strigosa	Vas_420	Carex strigosa
359	Carex sylvatica	Vas_421	Carex sylvatica
2673	Carex viridula ssp scottica	Vas_387.2	Carex viridula subsp. brachyrrhyncha var. scotica
362	Carlina vulgaris	Vas_427	Carlina vulgaris
363	Carpinus betulus (c)	Vas_428	Carpinus betulus
2677	Carpinus betulus (g)	Vas_428	Carpinus betulus
366	Castanea sativa (c)	Vas_432	Castanea sativa
2818	Castanea sativa (g)	Vas_432	Castanea sativa
2744	Castanea sativa (s)	Vas_432	Castanea sativa
1585	Catoscopium nigritum	Bry_149	Catoscopium nigritum
370	Centaurea cyanus	Vas_440	Centaurea cyanus
371	Centaurea nigra	Vas_444	Centaurea nigra
372	Centaurea scabiosa	Vas_446	Centaurea scabiosa
373	Centaurium erythraea	Vas_5486	Centaurium erythraea
375	Centaurium pulchellum	Vas_453	Centaurium pulchellum
2086	Cephalozia bicuspidata	Bry_714	Cephalozia bicuspidata
3287	Cephalozia bicuspidata var. lammersiana	Bry_714	Cephalozia bicuspidata
2088	Cephalozia connivens	Bry_716	Cephalozia connivens
2092	Cephalozia lunulifolia	Bry_721	Cephalozia lunulifolia
2098	Cephaloziella divaricata	Bry_732	Cephaloziella divaricata
2094	Cephaloziella hampeana	Bry_727	Cephaloziella hampeana
2095	Cephaloziella massalongi	Bry_729	Cephaloziella massalongi
2703	Cephaloziella sp	Bry_1277	Cephaloziella
378	Cerastium alpinum	Vas_460	Cerastium alpinum
380	Cerastium arvense	Vas_461	Cerastium arvense
381	Cerastium diffusum	Vas_462	Cerastium diffusum
384	Cerastium fontanum	Vas_467	Cerastium fontanum
383	Cerastium glomeratum	Vas_466	Cerastium glomeratum
385	Cerastium semidecandrum	Vas_469	Cerastium semidecandrum
4294	Cerastium sp	Vas_4524	Cerastium
439	Ceratocapnos claviculata	Vas_555	Ceratocapnos claviculata
1586	Ceratodon purpureus	Bry_151.2	Ceratodon purpureus
2332	Cetraria islandica	Fun_8279	Cetraria islandica
2333	Cetraria nivalis	Fun_8406	Cetraria nivalis
390	Chaerophyllum temulum	Vas_476	Chaerophyllum temulum
2682	Chamaecyparis lawsoniana	Vas_2398	Chamaecyparis lawsoniana
391	Chamerion angustifolium	Vas_477	Chamerion angustifolium
840	Chamomilla recutita	Vas_1239	Matricaria recutita
839	Chamomilla suaveolens	Vas_1242	Matricaria discoidea
394	Chelidonium majus	Vas_480	Chelidonium majus
395	Chenopodium album	Vas_482	Chenopodium album
399	Chenopodium polyspermum	Vas_493	Chenopodium polyspermum
407	Chrysosplenium alternifolium	Vas_505	Chrysosplenium alternifolium
408	Chrysosplenium oppositifolium	Vas_506	Chrysosplenium oppositifolium
414	Circaea lutetiana	Vas_513	Circaea lutetiana
1591	Cirriphyllum crassinervium	Bry_156	Cirriphyllum crassinervium
1592	Cirriphyllum piliferum	Bry_157	Cirriphyllum piliferum
2687	Cirsium acaule	Vas_514	Cirsium acaule
415	Cirsium arvense	Vas_515	Cirsium arvense
2714	Cirsium dissectum	Vas_516	Cirsium dissectum
416	Cirsium eriophorum	Vas_517	Cirsium eriophorum
417	Cirsium helenioides	Vas_518	Cirsium heterophyllum
418	Cirsium palustre	Vas_520	Cirsium palustre
2822	Cirsium sp	Vas_4807	Cirsium
419	Cirsium vulgare	Vas_522	Cirsium vulgare
2340	Cladonia arbuscula	Fun_7695	Cladonia arbuscula
2342	Cladonia bellidiflora	Fun_7696	Cladonia bellidiflora
2823	Cladonia carneola	Fun_7700	Cladonia carneola
2824	Cladonia cervicornis	Fun_7702	Cladonia cervicornis
2346	Cladonia chlorophaea	Fun_7707	Cladonia chlorophaea
3007	Cladonia chlorophaea agg	Fun_7407	Cladonia chlorophaea agg.
6027	Cladonia ciliata ciliata	Fun_9741	Cladonia ciliata var. ciliata
2389	Cladonia ciliata var tenuis	Fun_7709	Cladonia ciliata var. tenuis
2347	Cladonia coccifera	Fun_7710	Cladonia coccifera
2348	Cladonia coniocraea	Fun_9742	Cladonia coniocraea
2352	Cladonia crispata	Fun_7714	Cladonia crispata
2354	Cladonia deformis	Fun_7718	Cladonia deformis
2358	Cladonia digitata	Fun_7722	Cladonia digitata
6003	Cladonia diversa	Fun_9743	Cladonia diversa
2359	Cladonia fimbriata	Fun_7724	Cladonia fimbriata
2360	Cladonia floerkeana	Fun_7726	Cladonia floerkeana
2368	Cladonia fragilissima	Fun_7728	Cladonia fragilissima
2362	Cladonia furcata	Fun_7729	Cladonia furcata
2363	Cladonia glauca	Fun_7732	Cladonia glauca
2365	Cladonia gracilis	Fun_7734	Cladonia gracilis
2369	Cladonia luteoalba	Fun_7740	Cladonia luteoalba
2370	Cladonia macilenta	Fun_7741	Cladonia macilenta
2356	Cladonia metacorallifera	Fun_7746	Cladonia metacorallifera
2373	Cladonia ochrochlora	Fun_7749	Cladonia ochrochlora
2377	Cladonia pocillum	Fun_7084	Cladonia pocillum
2378	Cladonia polydactyla	Fun_7756	Cladonia polydactyla
2366	Cladonia portentosa	Fun_7085	Cladonia portentosa
2379	Cladonia pyxidata	Fun_7758	Cladonia pyxidata
2380	Cladonia rangiferina	Fun_2024	Cladonia rangiferina
2381	Cladonia rangiformis	Fun_7086	Cladonia rangiformis
3099	Cladonia rei	Fun_7762	Cladonia rei
2382	Cladonia scabriuscula	Fun_7763	Cladonia scabriuscula
2694	Cladonia sp	Fun_7406	Cladonia
2383	Cladonia squamosa	Fun_7764	Cladonia squamosa
2385	Cladonia subcervicornis	Fun_7772	Cladonia subcervicornis
2386	Cladonia subrangiformis	Fun_7773	Cladonia subrangiformis
2388	Cladonia subulata	Fun_7775	Cladonia subulata
2391	Cladonia uncialis	Fun_7781	Cladonia uncialis
2105	Cladopodiella fluitans	Bry_739	Cladopodiella fluitans
421	Clematis vitalba	Vas_528	Clematis vitalba
1593	Climacium dendroides	Bry_158	Climacium dendroides
422	Clinopodium vulgare	Vas_530	Clinopodium vulgare
427	Cochlearia officinalis	Vas_535	Cochlearia officinalis
423	Cochlearia pyrenaica	Vas_5422	Cochlearia pyrenaica
2718	Cochlearia seedling/sp	Vas_4812	Cochlearia
2410	Coelocaulon aculeata	Fun_9277	Coelocaulon aculeatum
2412	Coelocaulon muricata	Fun_9300	Coelocaulon muricatum
428	Coeloglossum viride	Vas_537	Coeloglossum viride
429	Colchicum autumnale	Vas_538	Colchicum autumnale
2407	Collema tenax	Fun_8335	Collema tenax
2110	Conocephalum conicum	Bry_745	Conocephalum conicum s.l.
431	Conopodium majus	Vas_541	Conopodium majus
432	Convallaria majalis	Vas_543	Convallaria majalis
433	Convolvulus arvensis	Vas_544	Convolvulus arvensis
3013	Coriscium viride	Fun_9744	Lichenomphalia hudsoniana
4316	Cornicularia sp	Fun_8342	Cornicularia
2983	Cornus sanguinea (g)	Vas_548	Cornus sanguinea
1325	Cornus sanguinea (s)	Vas_548	Cornus sanguinea
2757	Corylus avellana (c)	Vas_557	Corylus avellana
2610	Corylus avellana (g)	Vas_557	Corylus avellana
441	Corylus avellana (s)	Vas_557	Corylus avellana
443	Cotoneaster simonsii	Vas_563	Cotoneaster simonsii
444	Crambe maritima	Vas_565	Crambe maritima
2690	Crataegus laevigata	Vas_570	Crataegus laevigata
2750	Crataegus monogyna (c)	Vas_569	Crataegus monogyna
2611	Crataegus monogyna (g)	Vas_569	Crataegus monogyna
445	Crataegus monogyna (s)	Vas_569	Crataegus monogyna
1596	Cratoneuron commutatum	Bry_161	Palustriella commutata s.l.
1598	Cratoneuron filicinum	Bry_163.3	Cratoneuron filicinum
4308	Cratoneuron sp	Bry_1121	Cratoneuron
447	Crepis capillaris	Vas_572	Crepis capillaris
449	Crepis paludosa	Vas_576	Crepis paludosa
2692	Crepis sp.	Vas_4527	Crepis
455	Cruciata laevipes	Vas_875	Cruciata laevipes
456	Cryptogramma crispa	Vas_586	Cryptogramma crispa
1600	Ctenidium molluscum	Bry_166	Ctenidium molluscum
457	Cymbalaria muralis	Vas_592	Cymbalaria muralis
3503	Cymbalaria pallida	Vas_593	Cymbalaria pallida
459	Cynoglossum officinale	Vas_596	Cynoglossum officinale
460	Cynosurus cristatus	Vas_597	Cynosurus cristatus
461	Cynosurus echinatus	Vas_598	Cynosurus echinatus
463	Cystopteris fragilis	Vas_603	Cystopteris fragilis
3042	Cytisus scoparius (g)	Vas_1822	Cytisus scoparius
465	Dactylis glomerata	Vas_607	Dactylis glomerata
466	Dactylorhiza fuchsii	Vas_608	Dactylorhiza fuchsii
467	Dactylorhiza incarnata	Vas_609	Dactylorhiza incarnata
468	Dactylorhiza maculata ericetorum	Vas_610.1	Dactylorhiza maculata subsp. ericetorum
470	Dactylorhiza purpurella	Vas_613	Dactylorhiza purpurella
3192	Dactylorhiza sp.	Vas_4528	Dactylorhiza
1249	Danthonia decumbens	Vas_1915	Danthonia decumbens
472	Daphne laureola (s)	Vas_617	Daphne laureola
473	Daphne mezereum	Vas_618	Daphne mezereum
475	Daucus carota	Vas_5474	Daucus carota
3349	Dermatocarpon luridum	Fun_9419	Dermatocarpon luridum
477	Deschampsia cespitosa cespitosa	Vas_627.1	Deschampsia cespitosa subsp. cespitosa
478	Deschampsia flexuosa	Vas_628	Deschampsia flexuosa
1608	Desmatodon cernuus	Bry_177	Tortula cernua
369	Desmazeria rigida	Vas_435	Catapodium rigidum
1615	Dicranella heteromalla	Bry_184	Dicranella heteromalla
1616	Dicranella palustris	Bry_187	Dichodontium palustre
1618	Dicranella schreberana	Bry_186	Dicranella schreberiana
1621	Dicranella varia	Bry_189	Dicranella varia
1623	Dicranodontium denudatum	Bry_191	Dicranodontium denudatum
1626	Dicranoweissia cirrata	Bry_193	Dicranoweisia cirrata
1629	Dicranum bonjeani	Bry_197	Dicranum bonjeanii
1633	Dicranum fuscescens	Bry_201.3	Dicranum fuscescens
1635	Dicranum majus	Bry_203	Dicranum majus
1637	Dicranum polysetum	Bry_205	Dicranum polysetum
1638	Dicranum scoparium	Bry_206	Dicranum scoparium
1639	Dicranum scottianum	Bry_207	Dicranum scottianum
2831	Dicranum sp	Bry_1132	Dicranum
482	Digitalis purpurea	Vas_640	Digitalis purpurea
4802	Dimerella pineti	Fun_9745	Dimerella pineti
817	Diphasium alpinum	Vas_1213	Diphasiastrum alpinum
2113	Diplophyllum albicans	Bry_747	Diplophyllum albicans
3363	Diploschistes muscorum	Fun_8373	Diploschistes muscorum
3063	Diploschistes scruposus	Fun_8374	Diploschistes scruposus
1649	Ditrichum flexicaule	Bry_216	Ditrichum flexicaule s.l.
1650	Ditrichum heteromallum	Bry_217	Ditrichum heteromallum
